loc,ev(g),l,d,i,lOComment,lOBlank,locCodeAndComment
4.0,1.0,0.67,1.5,12.06,0,0,0
4.0,1.0,0.67,1.5,12.06,0,0,0
4.0,1.0,0.29,3.5,8.15,0,0,0
47.0,1.0,0.09,11.76,40.66,7,4,0
4.0,1.0,0.4,2.5,9.6,0,0,0
41.0,3.0,0.09,10.74,45.68,1,1,0
41.0,3.0,0.08,12.15,56.16,1,1,0
53.0,3.0,0.08,12.0,81.84,0,2,0
15.0,3.0,0.06,16.63,13.14,0,1,0
14.0,1.0,0.09,11.0,16.21,0,1,0
82.0,1.0,0.06,15.76,68.06,0,3,0
41.0,3.0,0.09,11.05,45.65,1,0,0
60.0,1.0,0.06,16.37,49.98,4,4,0
12.0,1.0,0.21,4.67,15.5,2,2,0
11.0,1.0,0.16,6.3,14.8,0,1,0
68.0,1.0,0.06,16.46,57.43,1,4,0
11.0,1.0,0.3,3.33,22.83,1,2,0
60.0,5.0,0.05,18.38,43.27,4,4,0
24.0,1.0,0.12,8.29,36.6,0,0,0
51.0,8.0,0.05,20.13,35.44,3,2,0
12.0,1.0,0.16,6.22,21.02,0,0,0
13.0,1.0,0.33,3.0,24.74,0,1,0
4.0,1.0,0.4,2.5,7.86,0,0,0
16.0,1.0,0.18,5.6,23.83,0,1,0
4.0,1.0,0.4,2.5,7.86,0,0,0
12.0,1.0,0.16,6.22,21.02,0,0,0
51.0,8.0,0.05,20.13,35.44,3,2,0
13.0,1.0,0.33,3.0,24.74,0,1,0
4.0,1.0,0.4,2.5,7.86,0,0,0
24.0,3.0,0.23,4.38,50.66,0,2,0
54.0,11.0,0.07,13.44,58.14,1,2,0
13.0,1.0,0.15,6.87,17.59,0,1,0
7.0,1.0,0.33,3.0,16.73,0,0,0
8.0,1.0,0.33,3.0,16.73,0,1,0
25.0,1.0,0.09,11.73,30.85,0,0,0
7.0,1.0,0.33,3.0,16.73,0,0,0
53.0,3.0,0.05,21.67,44.46,0,4,0
64.0,5.0,0.05,19.09,46.66,4,5,0
18.0,1.0,0.18,5.41,30.84,0,4,0
5.0,1.0,0.33,3.0,9.51,0,0,0
13.0,1.0,0.16,6.22,21.02,0,0,0
15.0,1.0,0.33,3.0,28.0,0,1,0
4.0,1.0,0.4,2.5,7.86,0,0,0
23.0,1.0,0.15,6.54,30.44,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
48.0,3.0,0.06,16.67,40.93,3,2,0
24.0,3.0,0.15,6.56,47.56,0,3,0
15.0,1.0,0.4,2.5,89.39,0,1,0
39.0,3.0,0.09,11.67,36.86,1,1,0
63.0,1.0,0.06,15.52,51.9,0,0,0
23.0,1.0,0.14,6.9,38.54,1,3,0
17.0,1.0,0.17,6.0,29.28,1,3,0
34.0,1.0,0.11,8.82,43.11,1,2,0
26.0,1.0,0.11,8.8,33.65,1,2,0
22.0,1.0,0.14,7.07,35.82,1,2,0
31.0,1.0,0.1,9.71,39.13,1,2,0
23.0,1.0,0.14,7.07,35.82,1,3,0
24.0,1.0,0.12,8.07,32.63,1,3,0
16.0,1.0,0.17,6.0,29.28,1,2,0
23.0,1.0,0.14,6.9,38.54,1,3,0
16.0,1.0,0.17,6.0,29.28,1,2,0
16.0,1.0,0.17,6.0,29.28,1,2,0
16.0,1.0,0.17,6.0,29.28,1,2,0
23.0,1.0,0.15,6.5,45.35,1,3,0
23.0,1.0,0.14,6.9,38.54,1,3,0
16.0,1.0,0.17,6.0,29.28,1,2,0
23.0,1.0,0.14,7.07,35.82,1,3,0
16.0,1.0,0.17,6.0,29.28,1,2,0
18.0,1.0,0.16,6.19,40.53,1,2,0
18.0,1.0,0.16,6.19,40.53,1,2,0
27.0,1.0,0.14,7.2,38.84,1,3,0
18.0,1.0,0.16,6.38,28.94,1,3,0
18.0,1.0,0.16,6.19,40.53,1,2,0
127.0,7.0,0.03,38.21,60.45,7,9,0
25.0,5.0,0.09,10.8,21.06,2,2,0
48.0,1.0,0.07,13.93,40.82,0,6,0
6.0,1.0,0.24,4.2,11.95,0,0,0
60.0,1.0,0.18,5.47,166.37,0,1,0
22.0,1.0,0.16,6.3,23.6,0,3,0
22.0,1.0,0.16,6.3,23.6,0,3,0
20.0,1.0,0.17,6.0,20.85,0,3,0
21.0,1.0,0.09,11.55,20.92,3,4,0
31.0,5.0,0.07,14.63,31.23,0,0,0
52.0,3.0,0.05,19.69,46.71,0,3,0
6.0,1.0,0.33,3.0,12.18,0,0,0
5.0,1.0,0.33,3.0,9.51,0,0,0
7.0,1.0,0.33,3.0,16.73,0,0,0
18.0,1.0,0.19,5.25,33.17,0,4,0
13.0,1.0,0.16,6.22,21.02,0,0,0
51.0,8.0,0.05,20.13,35.44,3,2,0
15.0,1.0,0.33,3.0,28.0,0,1,0
4.0,1.0,0.4,2.5,7.86,0,0,0
12.0,1.0,0.16,6.22,21.02,0,0,0
15.0,1.0,0.33,3.0,28.0,0,1,0
4.0,1.0,0.4,2.5,7.86,0,0,0
13.0,1.0,0.16,6.22,21.02,0,0,0
51.0,8.0,0.05,20.13,35.44,3,2,0
15.0,1.0,0.33,3.0,28.0,0,1,0
4.0,1.0,0.4,2.5,7.86,0,0,0
112.0,7.0,0.04,25.9,63.6,7,6,0
33.0,1.0,0.08,12.04,50.04,0,4,0
33.0,1.0,0.09,11.02,49.72,0,5,0
38.0,3.0,0.07,13.62,46.32,0,2,0
34.0,1.0,0.1,10.42,46.62,0,1,0
9.0,1.0,0.22,4.5,19.46,1,0,0
34.0,4.0,0.06,16.71,29.87,0,4,0
24.0,1.0,0.11,8.74,38.52,0,1,0
29.0,1.0,0.11,9.17,32.82,0,1,0
17.0,1.0,0.12,8.33,17.28,0,1,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
12.0,1.0,0.2,5.06,26.11,0,1,0
20.0,1.0,0.17,5.9,62.53,0,0,0
5.0,1.0,0.33,3.0,9.51,0,0,0
28.0,1.0,0.12,8.64,44.55,0,4,0
18.0,1.0,0.31,3.23,40.76,0,2,0
10.0,1.0,0.34,2.92,20.16,0,2,0
8.0,1.0,0.25,4.0,17.92,0,0,0
5.0,1.0,0.33,3.0,9.51,0,0,0
32.0,1.0,0.11,9.4,65.97,0,3,0
23.0,1.0,0.31,3.19,51.76,0,2,0
23.0,1.0,0.27,3.72,46.22,0,2,0
31.0,1.0,0.11,9.47,44.45,0,1,0
40.0,1.0,0.08,13.0,48.52,0,3,0
5.0,1.0,0.33,3.0,9.51,0,0,0
16.0,1.0,0.17,5.88,48.95,0,0,0
28.0,1.0,0.07,14.87,33.51,0,2,0
14.0,1.0,0.31,3.27,33.72,0,2,0
30.0,1.0,0.1,9.53,37.72,0,2,0
24.0,1.0,0.14,7.07,32.84,0,0,0
9.0,1.0,0.5,2.0,14.26,0,0,0
3.0,1.0,1.0,1.0,8.0,0,0,0
3.0,1.0,1.0,1.0,8.0,0,0,0
8.0,1.0,2.0,0.5,16.0,0,0,0
8.0,1.0,2.0,0.5,16.0,0,0,0
37.0,1.0,0.13,7.78,132.09,0,0,0
15.0,1.0,0.18,5.41,51.49,0,0,0
5.0,1.0,0.33,3.0,9.51,0,0,0
8.0,1.0,0.25,4.0,17.92,0,0,0
25.0,1.0,0.15,6.67,77.55,0,0,0
22.0,1.0,0.31,3.2,48.04,0,2,0
32.0,1.0,0.11,9.47,44.45,0,2,0
1.0,1.0,0.67,1.5,5.33,0,0,0
18.0,1.0,0.11,9.45,20.85,0,1,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
16.0,1.0,0.12,8.08,33.04,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
19.0,1.0,0.06,16.71,13.45,0,2,0
19.0,1.0,0.07,14.95,18.76,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
9.0,1.0,0.21,4.67,16.32,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
12.0,1.0,0.19,5.2,27.26,0,0,0
12.0,1.0,0.31,3.27,33.72,0,2,0
12.0,1.0,0.19,5.2,27.26,0,0,0
12.0,1.0,0.31,3.27,33.72,0,2,0
5.0,1.0,0.33,3.0,9.51,0,0,0
20.0,1.0,0.31,3.21,44.37,0,2,0
10.0,1.0,0.34,2.92,20.16,0,2,0
28.0,1.0,0.09,11.42,23.68,0,1,0
55.0,3.0,0.04,25.33,42.1,0,8,1
5.0,1.0,0.67,1.5,5.33,1,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
12.0,1.0,0.15,6.87,16.68,0,1,0
12.0,1.0,0.2,4.9,32.53,0,1,0
12.0,1.0,0.31,3.27,33.72,0,2,0
15.0,1.0,0.18,5.43,41.07,0,0,0
12.0,1.0,0.15,6.67,14.28,0,0,0
6.0,1.0,0.33,3.0,14.99,0,0,0
14.0,1.0,0.16,6.25,24.97,0,1,0
23.0,1.0,0.07,14.5,25.72,0,1,0
5.0,1.0,0.33,3.0,9.51,0,0,0
18.0,1.0,0.17,5.89,55.66,0,0,0
16.0,1.0,0.31,3.25,37.21,0,2,0
10.0,1.0,0.34,2.92,20.16,0,2,0
8.0,1.0,0.23,4.38,12.65,0,1,0
5.0,1.0,0.33,3.0,9.51,0,0,0
16.0,1.0,0.17,5.88,48.95,0,0,0
14.0,1.0,0.31,3.27,33.72,0,2,0
10.0,1.0,0.34,2.92,20.16,0,2,0
38.0,3.0,0.07,14.5,26.52,1,6,0
18.0,1.0,0.18,5.56,54.15,0,0,0
13.0,1.0,0.31,3.25,37.21,0,2,0
15.0,1.0,0.18,5.43,39.43,0,0,0
16.0,1.0,0.31,3.25,37.21,0,2,0
14.0,1.0,0.25,4.0,23.0,0,2,0
14.0,1.0,0.16,6.3,16.5,0,0,0
10.0,1.0,0.21,4.81,24.35,0,1,0
13.0,1.0,0.17,5.78,24.76,0,1,0
11.0,1.0,0.2,5.0,20.56,0,1,0
7.0,1.0,0.22,4.5,6.67,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
4.0,1.0,0.5,2.0,13.5,0,0,0
4.0,1.0,0.5,2.0,13.5,0,0,0
4.0,1.0,0.5,2.0,9.83,0,0,0
4.0,1.0,0.5,2.0,13.5,0,0,0
7.0,1.0,0.24,4.13,23.07,0,0,0
4.0,1.0,0.5,2.0,13.5,0,0,0
8.0,1.0,0.24,4.13,24.92,0,0,0
8.0,1.0,0.22,4.5,23.69,0,0,0
8.0,1.0,0.22,4.5,23.69,0,0,0
45.0,1.0,0.05,20.67,20.7,3,3,0
19.0,1.0,0.18,5.67,33.6,1,2,0
7.0,1.0,0.29,3.5,12.85,0,0,0
7.0,1.0,0.33,3.0,13.29,0,0,0
7.0,1.0,0.29,3.5,12.85,0,0,0
7.0,1.0,0.33,3.0,13.29,0,0,0
73.0,1.0,0.05,19.71,37.59,8,10,0
7.0,1.0,0.29,3.5,12.85,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
11.0,1.0,0.13,7.5,12.8,0,1,0
9.0,1.0,0.1,10.0,9.52,0,0,0
38.0,1.0,0.07,15.27,20.68,1,5,0
6.0,1.0,0.42,2.4,17.17,0,0,0
6.0,1.0,0.56,1.8,21.67,0,0,0
31.0,1.0,0.06,16.32,27.57,3,2,0
5.0,1.0,0.4,2.5,12.0,0,0,1
5.0,1.0,0.33,3.0,9.0,0,0,1
5.0,1.0,0.33,3.0,9.0,0,0,0
5.0,1.0,0.33,3.0,9.0,0,0,1
6.0,1.0,0.33,3.0,14.4,0,0,1
5.0,1.0,0.33,3.0,9.0,0,0,1
5.0,1.0,0.33,3.0,9.0,0,0,1
5.0,1.0,0.5,2.0,11.23,0,0,0
5.0,1.0,0.33,3.0,9.0,0,0,1
17.0,1.0,0.12,8.67,21.79,0,0,0
29.0,1.0,0.05,18.2,17.38,2,0,0
15.0,1.0,0.13,7.5,13.87,0,1,0
2.0,1.0,0.5,2.0,5.8,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.33,3.0,9.0,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.29,3.5,8.15,0,0,0
5.0,1.0,0.4,2.5,10.8,0,0,0
5.0,1.0,0.67,1.5,16.84,0,0,0
79.0,4.0,0.04,22.5,37.85,16,5,0
1.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.4,2.5,7.86,0,0,0
4.0,1.0,0.4,2.5,6.2,0,0,0
4.0,1.0,0.4,2.5,7.86,0,0,0
4.0,1.0,0.4,2.5,7.86,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.4,2.5,7.86,0,0,0
4.0,1.0,0.4,2.5,7.86,0,0,0
4.0,1.0,0.4,2.5,7.86,0,0,0
4.0,1.0,0.4,2.5,7.86,0,0,0
6.0,1.0,0.24,4.17,9.36,0,0,0
6.0,1.0,0.24,4.17,9.36,0,0,0
6.0,1.0,0.24,4.17,9.36,0,0,0
6.0,1.0,0.24,4.17,9.36,0,0,0
7.0,1.0,0.15,6.67,8.3,0,0,0
12.0,1.0,0.29,3.5,19.03,3,0,0
23.0,1.0,0.05,21.0,10.11,0,2,5
13.0,1.0,0.21,4.67,17.95,3,0,0
41.0,1.0,0.08,13.22,26.69,3,8,0
10.0,1.0,0.29,3.5,19.03,1,0,2
10.0,1.0,0.29,3.5,19.03,1,0,2
10.0,1.0,0.33,3.0,20.31,1,0,2
10.0,1.0,0.33,3.0,20.31,1,0,1
6.0,1.0,0.5,2.0,7.75,2,0,0
4.0,1.0,0.5,2.0,7.75,0,0,0
14.0,1.0,0.13,7.5,16.14,0,1,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
7.0,1.0,0.22,4.5,6.67,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
8.0,1.0,0.23,4.38,11.07,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
40.0,1.0,0.12,8.21,34.05,11,4,0
1.0,1.0,0.0,0.0,0.0,0,0,0
37.0,1.0,0.08,12.13,28.43,1,6,0
3.0,1.0,0.0,0.0,0.0,0,0,0
143.0,1.0,0.04,26.47,77.31,19,21,3
6.0,1.0,1.0,1.0,18.09,0,0,0
5.0,1.0,2.0,0.5,9.51,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
107.0,11.0,0.03,31.05,39.84,19,0,4
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
53.0,1.0,0.11,9.0,51.12,10,13,0
34.0,1.0,0.09,10.94,34.19,2,3,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.5,2.0,5.8,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
39.0,1.0,0.07,14.4,34.34,2,4,0
52.0,3.0,0.08,12.4,33.74,9,8,0
20.0,1.0,0.09,11.57,15.21,0,3,0
25.0,1.0,0.11,8.8,33.65,2,3,0
28.0,1.0,0.11,8.8,33.65,2,6,0
28.0,1.0,0.11,8.8,33.65,2,6,0
5.0,1.0,0.67,1.5,5.33,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
32.0,3.0,0.09,11.5,48.26,0,0,0
13.0,1.0,0.1,10.05,18.26,0,1,0
73.0,1.0,0.07,13.81,66.4,3,7,0
16.0,1.0,0.19,5.25,13.18,0,1,0
2.0,1.0,0.21,4.67,8.54,0,0,0
283.0,26.0,0.02,41.02,193.06,6,13,11
18.0,1.0,0.14,7.0,14.51,1,2,3
4.0,1.0,0.0,0.0,0.0,0,1,0
4.0,1.0,0.0,0.0,0.0,0,0,0
21.0,1.0,0.14,7.33,25.29,0,3,0
1.0,1.0,0.0,0.0,0.0,0,0,0
9.0,1.0,2.0,0.5,23.22,0,0,0
4.0,1.0,0.0,0.0,0.0,0,1,0
3.0,1.0,0.0,0.0,0.0,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
10.0,1.0,0.14,7.2,21.83,0,1,0
9.0,1.0,0.08,12.25,13.11,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.4,2.5,6.2,0,0,0
5.0,1.0,0.5,2.0,11.63,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
5.0,1.0,0.0,0.0,0.0,0,0,0
26.0,1.0,0.11,9.43,25.92,0,6,0
35.0,1.0,0.1,9.88,36.87,0,3,0
1.0,1.0,0.0,0.0,0.0,0,0,0
13.0,1.0,0.25,4.04,33.18,1,0,0
131.0,10.0,0.03,33.78,74.25,4,9,5
1.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
4.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.67,1.5,7.74,0,0,0
33.0,1.0,0.07,15.17,28.84,0,2,0
44.0,3.0,0.05,19.35,30.92,0,2,0
12.0,1.0,0.12,8.36,13.4,0,1,0
14.0,1.0,0.07,14.3,8.95,0,1,0
36.0,1.0,0.1,9.88,36.87,1,3,0
16.0,1.0,0.19,5.25,13.18,0,1,0
91.0,1.0,0.06,18.15,58.98,1,20,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
9.0,1.0,0.17,6.0,6.0,0,1,0
9.0,1.0,0.13,7.5,12.27,0,0,1
12.0,3.0,0.17,6.0,15.86,0,1,0
83.0,1.0,0.06,16.55,79.31,5,12,3
79.0,1.0,0.06,16.07,79.11,2,11,3
120.0,6.0,0.04,22.41,89.18,20,10,3
131.0,7.0,0.04,22.95,93.92,20,12,6
17.0,1.0,0.14,7.2,28.38,1,2,0
9.0,1.0,0.43,2.31,54.91,0,0,0
9.0,1.0,0.39,2.57,32.29,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
1.0,1.0,0.0,0.0,0.0,0,0,0
7.0,1.0,0.2,5.0,10.75,0,0,0
14.0,1.0,0.1,9.92,19.91,0,2,0
13.0,1.0,0.1,9.55,18.49,0,2,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
8.0,1.0,0.3,3.33,27.41,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.4,2.5,6.2,0,0,0
9.0,1.0,0.24,4.2,12.8,0,0,0
16.0,1.0,0.14,7.31,15.65,2,1,0
9.0,1.0,0.21,4.8,12.33,0,0,0
54.0,1.0,0.08,12.5,38.05,5,9,0
6.0,1.0,0.2,5.0,15.2,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
10.0,1.0,0.17,6.0,22.21,0,0,0
14.0,1.0,0.12,8.33,13.92,0,1,0
20.0,1.0,0.14,7.14,29.53,0,0,0
11.0,1.0,0.23,4.44,29.98,0,0,3
12.0,1.0,0.09,11.0,14.41,0,0,1
4.0,1.0,0.67,1.5,7.74,0,0,0
18.0,1.0,0.13,7.5,15.63,0,1,0
20.0,1.0,0.12,8.13,19.5,0,0,0
12.0,1.0,0.09,11.0,14.41,0,0,1
16.0,1.0,0.11,8.94,17.59,0,1,0
6.0,1.0,0.2,5.0,15.2,0,0,0
6.0,1.0,0.2,5.0,15.2,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
2.0,1.0,0.67,1.5,7.74,0,0,0
10.0,1.0,0.39,2.57,32.29,0,1,0
4.0,1.0,0.5,2.0,5.8,0,0,0
4.0,1.0,1.0,1.0,4.75,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
1.0,1.0,0.67,1.5,16.84,0,0,0
1.0,1.0,0.67,1.5,5.33,0,0,0
10.0,1.0,0.17,6.0,9.56,0,1,0
9.0,1.0,0.3,3.33,9.9,0,1,0
2.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,0.0,0.0,0.0,0,0,0
15.0,1.0,0.0,0.0,0.0,0,0,0
20.0,1.0,0.0,0.0,0.0,0,0,0
8.0,1.0,2.0,0.5,32.5,0,0,0
2.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,0.0,0.0,0.0,0,0,0
2.0,1.0,0.0,0.0,0.0,0,0,0
88.0,1.0,0.04,23.54,61.44,0,6,0
26.0,3.0,0.1,9.75,30.72,1,0,0
27.0,7.0,0.1,9.6,50.52,1,1,0
15.0,1.0,0.0,0.0,0.0,0,0,0
20.0,1.0,0.0,0.0,0.0,0,0,0
15.0,1.0,0.0,0.0,0.0,0,0,0
20.0,1.0,0.0,0.0,0.0,0,0,0
36.0,9.0,0.09,11.38,79.66,1,1,0
4.0,1.0,0.67,1.5,5.33,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
3.0,1.0,0.0,0.0,0.0,0,0,0
45.0,5.0,0.08,12.89,39.12,1,2,0
116.0,8.0,0.04,25.0,61.92,9,9,0
44.0,5.0,0.1,10.23,40.75,3,4,0
32.0,1.0,0.13,7.88,34.8,1,3,0
26.0,1.0,0.09,11.5,25.98,1,2,0
99.0,15.0,0.04,26.59,70.4,12,3,3
52.0,6.0,0.06,17.66,54.12,1,3,0
52.0,1.0,0.08,12.25,55.71,4,4,0
5.0,1.0,1.0,1.0,8.0,0,0,0
93.0,3.0,0.07,14.77,100.98,4,12,0
31.0,1.0,0.16,6.33,124.45,0,1,0
4.0,1.0,1.0,1.0,4.75,0,0,0
2.0,1.0,1.0,1.0,4.75,0,0,0
4.0,1.0,1.0,1.0,8.0,0,0,0
22.0,1.0,0.09,11.33,20.93,0,1,0
2.0,1.0,0.29,3.5,16.92,0,0,0
2.0,1.0,0.4,2.5,9.6,0,0,0
2.0,1.0,0.4,2.5,9.6,0,0,0
2.0,1.0,0.29,3.5,19.58,0,0,0
2.0,1.0,0.4,2.5,15.95,0,0,0
2.0,1.0,0.4,2.5,15.95,0,0,0
2.0,1.0,0.4,2.5,15.95,0,0,0
2.0,1.0,0.29,3.5,19.58,0,0,0
2.0,1.0,0.4,2.5,12.68,0,0,0
2.0,1.0,0.4,2.5,12.68,0,0,0
2.0,1.0,0.4,2.5,12.68,0,0,0
2.0,1.0,0.29,3.5,19.58,0,0,0
2.0,1.0,0.4,2.5,15.95,0,0,0
2.0,1.0,0.29,3.5,19.58,0,0,0
2.0,1.0,0.29,3.5,22.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
25.0,1.0,0.1,9.55,26.23,0,1,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.67,1.5,5.33,0,0,0
66.0,1.0,0.06,17.5,54.44,4,12,0
2.0,1.0,0.67,1.5,5.33,0,0,0
2.0,1.0,0.5,2.0,5.8,0,0,0
2.0,1.0,0.5,2.0,9.83,0,0,0
5.0,1.0,0.0,0.0,0.0,0,0,0
28.0,1.0,0.09,11.42,23.68,0,1,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
4.0,1.0,0.67,1.5,5.33,0,0,0
62.0,7.0,0.06,17.24,42.93,4,11,0
44.0,7.0,0.06,18.06,33.95,2,3,1
44.0,7.0,0.06,18.06,33.95,2,3,1
3.0,1.0,0.67,1.5,7.74,0,0,0
19.0,1.0,0.16,6.4,29.32,1,3,0
3.0,1.0,0.67,1.5,7.74,0,0,0
15.0,1.0,0.17,6.0,22.24,1,1,0
24.0,1.0,0.15,6.55,32.45,1,3,0
21.0,1.0,0.21,4.67,91.57,0,0,0
12.0,1.0,0.25,3.94,20.84,3,2,0
42.0,3.0,0.04,22.89,28.09,0,7,0
5.0,3.0,0.1,10.4,9.62,0,0,0
2.0,1.0,0.29,3.5,16.92,0,0,0
45.0,4.0,0.03,37.74,45.99,0,13,0
2.0,1.0,0.4,2.5,9.6,0,0,0
9.0,3.0,0.12,8.33,12.96,0,0,0
2.0,1.0,0.4,2.5,9.6,0,0,0
2.0,1.0,0.29,3.5,19.58,0,0,0
2.0,1.0,0.4,2.5,15.95,0,0,0
2.0,1.0,0.4,2.5,15.95,0,0,0
20.0,3.0,0.07,14.12,26.8,0,2,0
2.0,1.0,0.4,2.5,15.95,0,0,0
20.0,3.0,0.07,15.2,16.07,0,4,0
13.0,5.0,0.05,18.2,8.25,0,1,0
15.0,1.0,0.11,9.33,11.42,0,4,0
28.0,11.0,0.07,13.43,45.45,0,1,0
2.0,1.0,0.29,3.5,19.58,0,0,0
6.0,1.0,0.16,6.29,16.78,0,0,0
2.0,1.0,0.4,2.5,12.68,0,0,0
2.0,1.0,0.4,2.5,12.68,0,0,0
2.0,1.0,0.4,2.5,12.68,0,0,0
2.0,1.0,0.29,3.5,19.58,0,0,0
76.0,10.0,0.05,21.44,60.94,1,7,0
69.0,10.0,0.05,21.71,54.6,1,5,0
2.0,1.0,0.4,2.5,15.95,0,0,0
2.0,1.0,0.29,3.5,19.58,0,0,0
